transaction_id,description,ai_category,original_category,confidence
TXN001781,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001782,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001783,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001784,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001785,Car insurance monthly,Insurance,Insurance,0.85
TXN001786,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001787,Electric bill payment,Utilities,Utilities,0.85
TXN001788,Car insurance monthly,Insurance,Insurance,0.85
TXN001789,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001790,Amazon online purchase,Shopping,Shopping,0.85
TXN001791,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001792,Uber ride to downtown,Transportation,Transportation,0.85
TXN001793,Amazon online purchase,Shopping,Shopping,0.85
TXN001794,Uber ride to downtown,Transportation,Transportation,0.85
TXN001795,Electric bill payment,Utilities,Utilities,0.85
TXN001796,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001797,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001798,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001799,Electric bill payment,Utilities,Utilities,0.85
TXN001800,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001801,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001802,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001803,Amazon online purchase,Shopping,Shopping,0.85
TXN001804,Car insurance monthly,Insurance,Insurance,0.85
TXN001805,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001806,Shell gas station,Gas,Gas,0.85
TXN001807,Amazon online purchase,Shopping,Shopping,0.85
TXN001808,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001809,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001810,Car insurance monthly,Insurance,Insurance,0.85
TXN001811,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001812,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001813,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001814,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001815,Amazon online purchase,Shopping,Shopping,0.85
TXN001816,Car insurance monthly,Insurance,Insurance,0.85
TXN001817,Shell gas station,Gas,Gas,0.85
TXN001818,Uber ride to downtown,Transportation,Transportation,0.85
TXN001819,Amazon online purchase,Shopping,Shopping,0.85
TXN001820,Amazon online purchase,Shopping,Shopping,0.85
TXN001821,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001822,Uber ride to downtown,Transportation,Transportation,0.85
TXN001823,Electric bill payment,Utilities,Utilities,0.85
TXN001824,Electric bill payment,Utilities,Utilities,0.85
TXN001825,Electric bill payment,Utilities,Utilities,0.85
TXN001826,Electric bill payment,Utilities,Utilities,0.85
TXN001827,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001828,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001829,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001830,Electric bill payment,Utilities,Utilities,0.85
TXN001831,Car insurance monthly,Insurance,Insurance,0.85
TXN001832,Amazon online purchase,Shopping,Shopping,0.85
TXN001833,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001834,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001835,Amazon online purchase,Shopping,Shopping,0.85
TXN001836,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001837,Amazon online purchase,Shopping,Shopping,0.85
TXN001838,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001839,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001840,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001841,Electric bill payment,Utilities,Utilities,0.85
TXN001842,Uber ride to downtown,Transportation,Transportation,0.85
TXN001843,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001844,Car insurance monthly,Insurance,Insurance,0.85
TXN001845,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001846,Car insurance monthly,Insurance,Insurance,0.85
TXN001847,Car insurance monthly,Insurance,Insurance,0.85
TXN001848,Amazon online purchase,Shopping,Shopping,0.85
TXN001849,Uber ride to downtown,Transportation,Transportation,0.85
TXN001850,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001851,Shell gas station,Gas,Gas,0.85
TXN001852,Uber ride to downtown,Transportation,Transportation,0.85
TXN001853,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001854,Shell gas station,Gas,Gas,0.85
TXN001855,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001856,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001857,Amazon online purchase,Shopping,Shopping,0.85
TXN001858,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001859,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001860,Car insurance monthly,Insurance,Insurance,0.85
TXN001861,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001862,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001863,Electric bill payment,Utilities,Utilities,0.85
TXN001864,Shell gas station,Gas,Gas,0.85
TXN001865,Car insurance monthly,Insurance,Insurance,0.85
TXN001866,Amazon online purchase,Shopping,Shopping,0.85
TXN001867,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001868,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001869,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001870,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001871,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001872,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001873,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001874,Amazon online purchase,Shopping,Shopping,0.85
TXN001875,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001876,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001877,Electric bill payment,Utilities,Utilities,0.85
TXN001878,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001879,Uber ride to downtown,Transportation,Transportation,0.85
TXN001880,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001881,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001882,Electric bill payment,Utilities,Utilities,0.85
TXN001883,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001884,Uber ride to downtown,Transportation,Transportation,0.85
TXN001885,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001886,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001887,Amazon online purchase,Shopping,Shopping,0.85
TXN001888,Shell gas station,Gas,Gas,0.85
TXN001889,Uber ride to downtown,Transportation,Transportation,0.85
TXN001890,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001891,Car insurance monthly,Insurance,Insurance,0.85
TXN001892,Uber ride to downtown,Transportation,Transportation,0.85
TXN001893,Amazon online purchase,Shopping,Shopping,0.85
TXN001894,Shell gas station,Gas,Gas,0.85
TXN001895,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001896,Uber ride to downtown,Transportation,Transportation,0.85
TXN001897,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001898,Amazon online purchase,Shopping,Shopping,0.85
TXN001899,Uber ride to downtown,Transportation,Transportation,0.85
TXN001900,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001901,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001902,Amazon online purchase,Shopping,Shopping,0.85
TXN001903,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001904,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001905,Uber ride to downtown,Transportation,Transportation,0.85
TXN001906,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001907,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001908,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001909,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001910,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001911,Uber ride to downtown,Transportation,Transportation,0.85
TXN001912,Uber ride to downtown,Transportation,Transportation,0.85
TXN001913,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001914,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001915,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001916,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001917,Uber ride to downtown,Transportation,Transportation,0.85
TXN001918,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001919,Car insurance monthly,Insurance,Insurance,0.85
TXN001920,Shell gas station,Gas,Gas,0.85
TXN001921,Shell gas station,Gas,Gas,0.85
TXN001922,Shell gas station,Gas,Gas,0.85
TXN001923,Uber ride to downtown,Transportation,Transportation,0.85
TXN001924,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001925,Electric bill payment,Utilities,Utilities,0.85
TXN001926,Car insurance monthly,Insurance,Insurance,0.85
TXN001927,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001928,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001929,Amazon online purchase,Shopping,Shopping,0.85
TXN001930,Amazon online purchase,Shopping,Shopping,0.85
TXN001931,Amazon online purchase,Shopping,Shopping,0.85
TXN001932,Electric bill payment,Utilities,Utilities,0.85
TXN001933,Shell gas station,Gas,Gas,0.85
TXN001934,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001935,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001936,Amazon online purchase,Shopping,Shopping,0.85
TXN001937,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001938,Electric bill payment,Utilities,Utilities,0.85
TXN001939,Shell gas station,Gas,Gas,0.85
TXN001940,Amazon online purchase,Shopping,Shopping,0.85
TXN001941,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001942,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001943,Shell gas station,Gas,Gas,0.85
TXN001944,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001945,Car insurance monthly,Insurance,Insurance,0.85
TXN001946,Uber ride to downtown,Transportation,Transportation,0.85
TXN001947,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001948,Uber ride to downtown,Transportation,Transportation,0.85
TXN001949,Shell gas station,Gas,Gas,0.85
TXN001950,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001951,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001952,Amazon online purchase,Shopping,Shopping,0.85
TXN001953,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001954,Uber ride to downtown,Transportation,Transportation,0.85
TXN001955,Uber ride to downtown,Transportation,Transportation,0.85
TXN001956,Amazon online purchase,Shopping,Shopping,0.85
TXN001957,Car insurance monthly,Insurance,Insurance,0.85
TXN001958,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001959,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001960,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001961,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001962,Car insurance monthly,Insurance,Insurance,0.85
TXN001963,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001964,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001965,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001966,Shell gas station,Gas,Gas,0.85
TXN001967,Uber ride to downtown,Transportation,Transportation,0.85
TXN001968,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001969,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001970,Shell gas station,Gas,Gas,0.85
TXN001971,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001972,Uber ride to downtown,Transportation,Transportation,0.85
TXN001973,Amazon online purchase,Shopping,Shopping,0.85
TXN001974,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001975,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001976,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001977,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001978,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001979,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001980,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001981,Amazon online purchase,Shopping,Shopping,0.85
TXN001982,Shell gas station,Gas,Gas,0.85
TXN001983,Amazon online purchase,Shopping,Shopping,0.85
TXN001984,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001985,Electric bill payment,Utilities,Utilities,0.85
TXN001986,Amazon online purchase,Shopping,Shopping,0.85
TXN001987,Amazon online purchase,Shopping,Shopping,0.85
TXN001988,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001989,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001990,Electric bill payment,Utilities,Utilities,0.85
TXN001991,Uber ride to downtown,Transportation,Transportation,0.85
TXN001992,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001993,Uber ride to downtown,Transportation,Transportation,0.85
TXN001994,Amazon online purchase,Shopping,Shopping,0.85
TXN001995,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001996,Amazon online purchase,Shopping,Shopping,0.85
TXN001997,Uber ride to downtown,Transportation,Transportation,0.85
TXN001998,Shell gas station,Gas,Gas,0.85
TXN001999,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002000,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002001,Uber ride to downtown,Transportation,Transportation,0.85
TXN002002,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002003,Electric bill payment,Utilities,Utilities,0.85
TXN002004,Shell gas station,Gas,Gas,0.85
TXN002005,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002006,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002007,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002008,Car insurance monthly,Insurance,Insurance,0.85
TXN002009,Car insurance monthly,Insurance,Insurance,0.85
TXN002010,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002011,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002012,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002013,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002014,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002015,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002016,Shell gas station,Gas,Gas,0.85
TXN002017,Uber ride to downtown,Transportation,Transportation,0.85
TXN002018,Amazon online purchase,Shopping,Shopping,0.85
TXN002019,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002020,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002021,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002022,Uber ride to downtown,Transportation,Transportation,0.85
TXN002023,Electric bill payment,Utilities,Utilities,0.85
TXN002024,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002025,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002026,Uber ride to downtown,Transportation,Transportation,0.85
TXN002027,Shell gas station,Gas,Gas,0.85
TXN002028,Car insurance monthly,Insurance,Insurance,0.85
TXN002029,Car insurance monthly,Insurance,Insurance,0.85
TXN002030,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002031,Shell gas station,Gas,Gas,0.85
TXN002032,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002033,Electric bill payment,Utilities,Utilities,0.85
TXN002034,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002035,Uber ride to downtown,Transportation,Transportation,0.85
TXN002036,Car insurance monthly,Insurance,Insurance,0.85
TXN002037,Car insurance monthly,Insurance,Insurance,0.85
TXN002038,Shell gas station,Gas,Gas,0.85
TXN002039,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002040,Car insurance monthly,Insurance,Insurance,0.85
TXN002041,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002042,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002043,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002044,Electric bill payment,Utilities,Utilities,0.85
TXN002045,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002046,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002047,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002048,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002049,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002050,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002051,Amazon online purchase,Shopping,Shopping,0.85
TXN002052,Car insurance monthly,Insurance,Insurance,0.85
TXN002053,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002054,Amazon online purchase,Shopping,Shopping,0.85
TXN002055,Shell gas station,Gas,Gas,0.85
TXN002056,Amazon online purchase,Shopping,Shopping,0.85
TXN002057,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002058,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002059,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002060,Electric bill payment,Utilities,Utilities,0.85
TXN002061,Shell gas station,Gas,Gas,0.85
TXN002062,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002063,Shell gas station,Gas,Gas,0.85
TXN002064,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002065,Amazon online purchase,Shopping,Shopping,0.85
TXN002066,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002067,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002068,Uber ride to downtown,Transportation,Transportation,0.85
TXN002069,Car insurance monthly,Insurance,Insurance,0.85
TXN002070,Amazon online purchase,Shopping,Shopping,0.85
TXN002071,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN002072,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002073,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002074,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002075,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN002076,Car insurance monthly,Insurance,Insurance,0.85
TXN002077,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002078,Amazon online purchase,Shopping,Shopping,0.85
TXN002079,Car insurance monthly,Insurance,Insurance,0.85
TXN002080,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN002081,Car insurance monthly,Insurance,Insurance,0.85
TXN002082,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN002083,Uber ride to downtown,Transportation,Transportation,0.85
TXN002084,Electric bill payment,Utilities,Utilities,0.85
TXN002085,Walmart grocery shopping,Grocery,Grocery,0.85
TXN002086,Shell gas station,Gas,Gas,0.85
